date,year,month,vehicle_type,sales_volume,avg_price,ad_expenditure_k,gdp,unemployment,recession,dayofyear
2012-11-16,2012,11,Hatchback,99,18447.44,5.44,27510.45,6.09,0,321
2012-11-17,2012,11,SUV,140,34516.27,7.82,27322.51,6.7,0,322
2012-11-18,2012,11,SUV,142,34087.55,7.49,27377.06,5.93,0,323
2012-11-19,2012,11,Hatchback,103,17996.46,4.58,27448.12,5.4,0,324
2012-11-20,2012,11,Sedan,104,23404.11,6.35,27202.94,6.77,0,325
2012-11-21,2012,11,Truck,128,40257.42,5.41,27286.66,5.76,0,326
2012-11-22,2012,11,Hatchback,103,17862.69,5.22,27388.94,6.09,0,327
2012-11-23,2012,11,SUV,154,34712.74,7.97,26828.02,6.75,0,328
2012-11-24,2012,11,SUV,148,33847.88,7.5,27475.06,5.79,0,329
2012-11-25,2012,11,Sedan,115,23772.61,5.83,27451.81,5.91,0,330
2012-11-26,2012,11,Hatchback,85,18076.36,4.95,27456.86,6.04,0,331
2012-11-27,2012,11,SUV,141,34282.49,8.12,27177.8,6.03,0,332
2012-11-28,2012,11,SUV,146,34095.11,6.98,27184.88,6.0,0,333
2012-11-29,2012,11,Hatchback,105,17751.92,4.74,27489.35,6.22,0,334
2012-11-30,2012,11,EV,70,42769.76,3.57,27065.13,6.31,0,335
2012-12-01,2012,12,SUV,143,34280.86,7.96,27225.75,6.23,0,336
2012-12-02,2012,12,Truck,129,39473.29,5.82,26996.31,5.8,0,337
2012-12-03,2012,12,SUV,142,33081.09,6.15,27348.54,6.34,0,338
2012-12-04,2012,12,Sedan,113,24242.76,5.3,27281.47,6.52,0,339
2012-12-05,2012,12,Sedan,110,25124.18,5.84,27229.74,6.59,0,340
2012-12-06,2012,12,SUV,159,33203.61,7.51,27036.01,6.62,0,341
2012-12-07,2012,12,Sedan,110,24227.19,5.6,27243.49,6.37,0,342
2012-12-08,2012,12,Sedan,116,24357.19,5.34,26921.42,6.7,0,343
2012-12-09,2012,12,Truck,130,39105.11,4.9,27109.92,6.0,0,344
2012-12-10,2012,12,Truck,129,39336.32,5.85,27017.0,5.8,0,345
2012-12-11,2012,12,Hatchback,109,17678.49,5.45,27313.81,5.56,0,346
2012-12-12,2012,12,Sedan,119,24115.44,4.75,27294.76,5.77,0,347
2012-12-13,2012,12,Sedan,128,24872.6,6.02,26995.23,5.33,0,348
2012-12-14,2012,12,Sedan,114,24791.6,5.07,27238.09,5.91,0,349
2012-12-15,2012,12,Hatchback,110,17775.23,4.27,27232.5,5.13,0,350
2012-12-16,2012,12,Truck,137,39860.74,5.46,27271.22,5.67,0,351
2012-12-17,2012,12,SUV,152,33543.93,6.16,27167.99,5.18,0,352
2012-12-18,2012,12,Sedan,128,24642.8,5.87,26940.14,5.61,0,353
2012-12-19,2012,12,SUV,158,33116.4,7.61,27260.55,6.25,0,354
2012-12-20,2012,12,SUV,156,33549.03,5.82,27097.83,5.88,0,355
2012-12-21,2012,12,SUV,161,33094.6,6.6,27461.39,5.85,0,356
2012-12-22,2012,12,Hatchback,111,17891.51,4.87,27136.93,5.75,0,357
2012-12-23,2012,12,Hatchback,106,17790.58,5.22,27284.74,6.71,0,358
2012-12-24,2012,12,Sedan,127,24654.13,5.25,27300.65,6.16,0,359
2012-12-25,2012,12,Sedan,118,24613.83,6.14,27222.04,6.01,0,360
2012-12-26,2012,12,EV,76,42771.87,3.29,27098.36,6.5,0,361
2012-12-27,2012,12,Sedan,124,24716.07,5.53,27352.0,5.67,0,362
2012-12-28,2012,12,Sedan,126,24842.48,5.12,27061.41,5.08,0,363
2012-12-29,2012,12,Sedan,120,24311.12,5.44,27212.85,6.25,0,364
2012-12-30,2012,12,Sedan,128,24981.17,5.65,27211.05,6.46,0,365
2012-12-31,2012,12,SUV,160,33483.89,5.86,26835.41,5.75,0,366
2013-01-01,2013,1,Truck,137,38145.11,6.52,27658.61,6.34,0,1
2013-01-02,2013,1,SUV,160,34194.04,6.9,27834.1,6.24,0,2
2013-01-03,2013,1,SUV,160,33264.3,6.36,27654.68,6.51,0,3
2013-01-04,2013,1,Hatchback,108,18202.78,4.99,27849.34,5.95,0,4
2013-01-05,2013,1,SUV,169,32798.35,7.09,27960.27,6.35,0,5
2013-01-06,2013,1,Truck,150,39422.85,5.91,27644.74,5.86,0,6
2013-01-07,2013,1,Truck,130,39091.04,6.06,27926.14,5.81,0,7
2013-01-08,2013,1,Sedan,129,24198.14,5.41,27991.45,5.75,0,8
2013-01-09,2013,1,Hatchback,113,18369.03,5.36,27782.14,6.42,0,9
2013-01-10,2013,1,SUV,155,34542.45,6.15,27733.31,6.26,0,10
2013-01-11,2013,1,EV,75,43271.23,3.4,27719.85,5.69,0,11
2013-01-12,2013,1,SUV,174,34096.64,7.23,27868.03,6.54,0,12
2013-01-13,2013,1,EV,81,42487.53,3.76,27575.39,6.0,0,13
2013-01-14,2013,1,Hatchback,112,18207.94,4.85,27806.38,6.01,0,14
2013-01-15,2013,1,Sedan,139,24312.45,6.47,27751.96,6.39,0,15
2013-01-16,2013,1,SUV,174,34277.53,8.09,27955.41,5.98,0,16
2013-01-17,2013,1,EV,79,43554.21,3.49,27731.58,6.76,0,17
2013-01-18,2013,1,Truck,158,38925.25,5.99,27760.7,7.4,0,18
2013-01-19,2013,1,Sedan,138,25374.49,5.45,27811.1,6.36,0,19
2013-01-20,2013,1,Hatchback,127,17896.1,5.41,27570.63,6.23,0,20
2013-01-21,2013,1,SUV,182,33515.59,6.43,28037.41,6.01,0,21
2013-01-22,2013,1,Sedan,134,25258.26,4.92,28302.86,5.83,0,22
2013-01-23,2013,1,SUV,187,34502.21,7.34,27513.55,7.12,0,23
2013-01-24,2013,1,Sedan,137,25627.99,5.53,27744.47,5.81,0,24
2013-01-25,2013,1,Truck,153,39158.7,6.13,28476.12,6.34,0,25
2013-01-26,2013,1,SUV,179,32979.68,8.2,28035.81,6.96,0,26
2013-01-27,2013,1,Truck,154,37529.58,6.38,28006.61,5.76,0,27
2013-01-28,2013,1,Sedan,142,24820.37,5.36,28116.26,5.87,0,28
2013-01-29,2013,1,SUV,174,33650.11,7.29,27927.72,5.72,0,29
2013-01-30,2013,1,Sedan,142,24396.22,5.53,27783.03,6.14,0,30
2013-01-31,2013,1,Sedan,136,24875.45,6.53,27808.95,6.77,0,31
2013-02-01,2013,2,Sedan,143,24715.22,6.28,27836.22,6.04,0,32
2013-02-02,2013,2,Sedan,146,24845.4,5.35,27327.29,6.12,0,33
2013-02-03,2013,2,Hatchback,121,18005.75,4.74,27833.83,5.96,0,34
2013-02-04,2013,2,Sedan,143,25493.21,5.21,28155.97,6.63,0,35
2013-02-05,2013,2,SUV,191,33709.27,6.77,28150.48,6.65,0,36
2013-02-06,2013,2,SUV,182,33340.41,7.38,27965.19,6.83,0,37
2013-02-07,2013,2,Truck,156,39584.91,6.7,27957.68,6.09,0,38
2013-02-08,2013,2,Truck,139,39728.24,5.34,27694.23,5.99,0,39
2013-02-09,2013,2,SUV,195,34388.14,7.51,27315.62,5.9,0,40
2013-02-10,2013,2,SUV,185,32666.5,6.85,27747.85,5.61,0,41
2013-02-11,2013,2,Sedan,143,24941.07,5.78,27847.36,6.29,0,42
2013-02-12,2013,2,EV,89,43541.13,2.95,27671.52,6.16,0,43
2013-02-13,2013,2,Sedan,147,24390.09,6.4,27716.43,5.74,0,44
2013-02-14,2013,2,Sedan,133,24164.02,5.67,27920.84,5.67,0,45
2013-02-15,2013,2,Sedan,138,24908.37,5.64,27607.14,6.02,0,46
2013-02-16,2013,2,SUV,191,33880.25,7.51,27606.42,6.41,0,47
2013-02-17,2013,2,Sedan,140,24881.56,4.72,27937.53,5.65,0,48
2013-02-18,2013,2,Hatchback,131,17731.26,4.69,28025.23,5.07,0,49
2013-02-19,2013,2,Sedan,148,24512.32,5.66,27920.63,6.25,0,50
2013-02-20,2013,2,Hatchback,130,18644.56,5.33,28035.12,5.89,0,51
2013-02-21,2013,2,Sedan,137,25037.22,5.6,27686.53,5.93,0,52
2013-02-22,2013,2,Sedan,143,24295.34,5.92,28207.33,5.8,0,53
2013-02-23,2013,2,Truck,153,39799.34,6.32,28120.5,6.51,0,54
2013-02-24,2013,2,Sedan,134,25061.69,5.25,28103.03,5.63,0,55
2013-02-25,2013,2,Truck,164,39757.39,5.55,27911.77,6.64,0,56
2013-02-26,2013,2,SUV,200,33411.54,7.22,27969.17,5.63,0,57
2013-02-27,2013,2,Sedan,149,25322.0,6.13,27626.19,6.24,0,58
2013-02-28,2013,2,EV,81,42790.47,3.68,27905.58,6.12,0,59
2013-03-01,2013,3,Sedan,151,25043.48,5.18,27608.66,5.99,0,60
2013-03-02,2013,3,Truck,161,40759.4,6.39,27437.97,5.78,0,61
2013-03-03,2013,3,Sedan,144,24875.51,5.76,28081.77,7.01,0,62
2013-03-04,2013,3,Truck,157,39467.76,5.62,27819.73,6.06,0,63
2013-03-05,2013,3,Sedan,156,24925.81,5.23,27594.9,7.12,0,64
2013-03-06,2013,3,SUV,199,33787.47,8.3,27768.08,5.24,0,65
2013-03-07,2013,3,Hatchback,132,18177.18,5.62,27465.5,5.65,0,66
2013-03-08,2013,3,Truck,167,39878.4,6.3,27977.91,5.78,0,67
2013-03-09,2013,3,Truck,153,38308.92,6.62,27791.55,5.95,0,68
2013-03-10,2013,3,Truck,162,39391.64,6.32,27850.57,5.86,0,69
2013-03-11,2013,3,Truck,167,40271.92,5.65,28069.69,6.48,0,70
2013-03-12,2013,3,Sedan,154,24290.15,6.33,27990.3,6.22,0,71
2013-03-13,2013,3,Sedan,151,24577.24,5.79,27640.92,6.18,0,72
2013-03-14,2013,3,Sedan,152,25327.99,5.72,27938.71,5.13,0,73
2013-03-15,2013,3,SUV,198,34152.03,6.77,28030.19,6.23,0,74
2013-03-16,2013,3,SUV,189,34512.08,7.09,27799.06,6.0,0,75
2013-03-17,2013,3,SUV,202,33095.12,6.45,27800.91,5.78,0,76
2013-03-18,2013,3,Sedan,137,24721.52,5.28,27944.15,4.98,0,77
2013-03-19,2013,3,Hatchback,134,17838.57,4.35,27663.86,6.32,0,78
2013-03-20,2013,3,Sedan,147,25099.54,5.71,27547.3,6.15,0,79
2013-03-21,2013,3,SUV,194,34734.75,6.94,28012.99,5.72,0,80
2013-03-22,2013,3,SUV,193,33883.26,7.2,27799.47,6.05,0,81
2013-03-23,2013,3,Hatchback,140,17352.87,5.9,27729.84,6.06,0,82
2013-03-24,2013,3,Hatchback,144,18273.46,5.57,27767.05,6.56,0,83
2013-03-25,2013,3,Hatchback,131,18283.15,5.52,27941.57,6.2,0,84
2013-03-26,2013,3,Sedan,148,24700.76,4.79,28148.69,6.6,0,85
2013-03-27,2013,3,SUV,201,34410.57,6.44,27927.35,6.73,0,86
2013-03-28,2013,3,Sedan,143,24282.23,5.45,27556.05,6.01,0,87
2013-03-29,2013,3,SUV,193,33554.45,7.12,27920.5,5.62,0,88
2013-03-30,2013,3,SUV,195,33896.1,7.09,27871.12,6.19,0,89
2013-03-31,2013,3,Sedan,157,24548.01,6.01,27866.2,6.54,0,90
2013-04-01,2013,4,Sedan,147,25975.67,5.17,27567.82,6.46,0,91
2013-04-02,2013,4,EV,85,43046.98,3.25,27727.32,6.89,0,92
2013-04-03,2013,4,EV,89,43779.01,3.06,27778.19,5.65,0,93
2013-04-04,2013,4,SUV,198,33880.33,7.26,27963.56,6.45,0,94
2013-04-05,2013,4,Sedan,144,25319.6,5.07,27898.38,6.52,0,95
2013-04-06,2013,4,Sedan,142,25265.23,5.42,27719.16,6.52,0,96
2013-04-07,2013,4,SUV,199,35098.11,5.87,27498.58,5.87,0,97
2013-04-08,2013,4,Truck,164,39127.21,5.61,27755.94,5.81,0,98
2013-04-09,2013,4,Sedan,154,24750.04,5.46,28022.83,5.86,0,99
2013-04-10,2013,4,Hatchback,127,17995.74,5.19,27975.96,6.92,0,100
2013-04-11,2013,4,Sedan,152,24758.96,4.31,27737.69,5.8,0,101
2013-04-12,2013,4,EV,83,42615.39,2.6,27745.17,6.93,0,102
2013-04-13,2013,4,SUV,206,33965.34,8.03,27769.9,6.33,0,103
2013-04-14,2013,4,Hatchback,137,18635.7,4.51,27673.24,6.15,0,104
2013-04-15,2013,4,SUV,203,33866.51,7.35,28014.66,6.1,0,105
2013-04-16,2013,4,Hatchback,130,18408.8,4.55,27486.43,5.95,0,106
2013-04-17,2013,4,Sedan,152,24135.19,5.69,28030.25,5.69,0,107
2013-04-18,2013,4,Sedan,144,25294.14,5.94,27796.0,5.44,0,108
2013-04-19,2013,4,Truck,168,37350.72,6.52,28032.72,6.77,0,109
2013-04-20,2013,4,Truck,152,39225.39,6.36,27611.44,5.3,0,110
2013-04-21,2013,4,Truck,167,40042.47,6.06,27766.78,6.07,0,111
2013-04-22,2013,4,Hatchback,132,17681.78,5.19,28049.51,5.85,0,112
2013-04-23,2013,4,Truck,175,39754.22,6.45,27995.02,5.87,0,113
2013-04-24,2013,4,Sedan,155,24671.37,5.5,27646.55,5.85,0,114
2013-04-25,2013,4,SUV,189,33857.32,7.39,27885.59,5.7,0,115
2013-04-26,2013,4,SUV,194,33487.28,7.74,27653.51,6.29,0,116
2013-04-27,2013,4,Hatchback,131,18394.04,5.6,27738.22,6.27,0,117
2013-04-28,2013,4,SUV,190,35568.59,5.58,27699.86,6.5,0,118
2013-04-29,2013,4,Sedan,151,24542.69,5.18,27669.4,6.04,0,119
2013-04-30,2013,4,Hatchback,126,17741.49,4.92,27658.97,6.02,0,120
2013-05-01,2013,5,Truck,161,39292.45,6.06,27770.84,6.1,0,121
2013-05-02,2013,5,SUV,195,33706.05,6.64,27808.34,5.79,0,122
2013-05-03,2013,5,Sedan,144,25381.95,5.07,28039.88,6.07,0,123
2013-05-04,2013,5,Sedan,149,23882.08,4.59,28300.58,5.8,0,124
2013-05-05,2013,5,Sedan,149,24948.93,5.69,28367.28,5.94,0,125
2013-05-06,2013,5,Sedan,144,24400.21,5.73,27789.3,5.72,0,126
2013-05-07,2013,5,Hatchback,135,18354.93,5.77,27699.67,5.89,0,127
2013-05-08,2013,5,Hatchback,126,17846.86,5.12,28033.09,5.76,0,128
2013-05-09,2013,5,Hatchback,132,18335.8,5.25,27721.72,5.38,0,129
2013-05-10,2013,5,SUV,182,34294.29,7.35,27680.28,5.89,0,130
2013-05-11,2013,5,Truck,161,39090.31,7.25,27690.08,6.43,0,131
2013-05-12,2013,5,Sedan,143,24522.4,5.95,27773.7,5.37,0,132
2013-05-13,2013,5,SUV,188,34195.53,9.07,27876.49,6.41,0,133
2013-05-14,2013,5,Truck,154,40359.92,5.68,27754.16,7.0,0,134
2013-05-15,2013,5,Sedan,146,25052.65,5.2,27868.28,5.74,0,135
2013-05-16,2013,5,Sedan,152,24884.37,6.24,27832.01,6.56,0,136
2013-05-17,2013,5,Truck,181,39405.6,6.23,27589.21,6.5,0,137
2013-05-18,2013,5,SUV,186,34704.68,6.96,27695.82,6.3,0,138
2013-05-19,2013,5,Hatchback,126,18711.44,4.65,27935.08,5.81,0,139
2013-05-20,2013,5,Sedan,138,26194.7,5.93,27892.41,5.84,0,140
2013-05-21,2013,5,Hatchback,123,18729.09,5.08,27836.39,6.2,0,141
2013-05-22,2013,5,SUV,196,33769.46,8.44,27774.07,5.25,0,142
2013-05-23,2013,5,Sedan,134,25005.0,5.95,27616.34,5.99,0,143
2013-05-24,2013,5,Hatchback,126,18543.72,5.92,27870.31,7.03,0,144
2013-05-25,2013,5,Sedan,138,24332.56,5.82,27856.95,4.87,0,145
2013-05-26,2013,5,SUV,192,33523.27,7.35,27501.25,5.71,0,146
2013-05-27,2013,5,Sedan,146,24864.75,4.73,27867.59,6.38,0,147
2013-05-28,2013,5,Sedan,145,25569.42,5.2,27588.35,5.81,0,148
2013-05-29,2013,5,Sedan,133,24790.58,5.76,27476.75,6.09,0,149
2013-05-30,2013,5,Sedan,147,23917.54,5.49,27653.45,6.11,0,150
2013-05-31,2013,5,Truck,156,39617.8,6.24,27791.19,6.34,0,151
2013-06-01,2013,6,Sedan,140,24665.13,6.26,27899.29,6.02,0,152
2013-06-02,2013,6,SUV,186,34460.92,7.21,27751.76,6.17,0,153
2013-06-03,2013,6,Sedan,138,25590.48,5.82,28083.63,6.66,0,154
2013-06-04,2013,6,SUV,180,33030.15,7.28,27563.53,6.05,0,155
2013-06-05,2013,6,Truck,147,39237.65,6.6,27784.9,5.18,0,156
2013-06-06,2013,6,Sedan,133,24852.65,6.33,28134.72,5.98,0,157
2013-06-07,2013,6,EV,74,43351.89,3.26,27484.94,5.85,0,158
2013-06-08,2013,6,Sedan,143,24883.51,5.29,27708.01,6.37,0,159
2013-06-09,2013,6,Hatchback,125,18277.67,4.96,27876.84,5.8,0,160
2013-06-10,2013,6,SUV,180,33907.26,6.99,27842.1,5.52,0,161
2013-06-11,2013,6,Truck,154,38910.39,6.21,27795.3,6.08,0,162
2013-06-12,2013,6,Hatchback,122,17682.92,5.29,27813.83,5.22,0,163
2013-06-13,2013,6,SUV,176,33308.95,7.26,27536.75,5.76,0,164
2013-06-14,2013,6,Sedan,129,24287.53,4.95,27815.83,6.32,0,165
2013-06-15,2013,6,Sedan,126,24928.67,5.56,27659.95,7.01,0,166
2013-06-16,2013,6,Truck,146,39244.6,6.66,27909.01,5.23,0,167
2013-06-17,2013,6,SUV,167,33891.9,7.6,27585.97,6.06,0,168
2013-06-18,2013,6,SUV,180,33429.27,6.2,27702.62,5.56,0,169
2013-06-19,2013,6,Hatchback,118,18093.36,4.71,27441.86,6.52,0,170
2013-06-20,2013,6,SUV,169,33281.84,6.86,27684.02,5.43,0,171
2013-06-21,2013,6,EV,74,43196.41,3.07,27559.46,5.92,0,172
2013-06-22,2013,6,Hatchback,119,18084.66,4.62,28025.7,5.85,0,173
2013-06-23,2013,6,Hatchback,122,18637.4,4.28,27520.38,6.68,0,174
2013-06-24,2013,6,Truck,145,36989.54,6.1,27496.5,5.69,0,175
2013-06-25,2013,6,Sedan,131,25646.23,5.29,27604.74,6.56,0,176
2013-06-26,2013,6,Sedan,129,24875.79,5.29,27938.41,6.94,0,177
2013-06-27,2013,6,SUV,164,32862.83,6.38,27912.51,6.06,0,178
2013-06-28,2013,6,Sedan,122,25297.0,4.7,28149.31,6.39,0,179
2013-06-29,2013,6,Hatchback,117,18711.76,5.43,27726.48,6.48,0,180
2013-06-30,2013,6,Truck,135,40710.11,6.28,27932.3,6.68,0,181
2013-07-01,2013,7,SUV,164,35026.35,7.52,27917.36,6.13,0,182
2013-07-02,2013,7,SUV,175,33645.52,7.91,27806.87,5.1,0,183
2013-07-03,2013,7,EV,69,43807.69,3.5,27953.82,7.39,0,184
2013-07-04,2013,7,SUV,164,33814.13,8.32,27546.16,6.72,0,185
2013-07-05,2013,7,SUV,159,32916.8,8.21,27628.53,6.13,0,186
2013-07-06,2013,7,SUV,163,33966.56,6.19,27714.24,6.8,0,187
2013-07-07,2013,7,Truck,130,40489.04,6.26,27556.11,6.21,0,188
2013-07-08,2013,7,Hatchback,110,18422.28,5.07,27781.44,6.03,0,189
2013-07-09,2013,7,Hatchback,114,17296.08,4.84,27875.65,5.89,0,190
2013-07-10,2013,7,Truck,131,39530.58,5.26,27932.28,4.77,0,191
2013-07-11,2013,7,SUV,162,34236.98,5.77,27858.57,5.83,0,192
2013-07-12,2013,7,SUV,167,33102.18,5.94,27677.05,6.51,0,193
2013-07-13,2013,7,Truck,139,39613.3,5.85,27795.73,6.71,0,194
2013-07-14,2013,7,SUV,157,33541.73,7.87,27915.74,6.59,0,195
2013-07-15,2013,7,Hatchback,112,18352.56,5.18,27889.5,6.22,0,196
2013-07-16,2013,7,Truck,134,40266.64,6.55,27795.01,6.01,0,197
2013-07-17,2013,7,Hatchback,107,18723.73,4.32,27949.96,6.47,0,198
2013-07-18,2013,7,Hatchback,105,18536.69,4.79,28062.39,6.66,0,199
2013-07-19,2013,7,Truck,124,39680.86,5.3,27219.06,5.86,0,200
2013-07-20,2013,7,Truck,140,39850.19,6.47,27791.76,5.93,0,201
2013-07-21,2013,7,SUV,159,33838.04,7.72,27594.09,5.47,0,202
2013-07-22,2013,7,Sedan,110,24778.63,5.95,27810.18,5.41,0,203
2013-07-23,2013,7,SUV,153,33722.25,8.0,27709.29,6.46,0,204
2013-07-24,2013,7,Hatchback,95,17940.04,4.26,28022.38,5.78,0,205
2013-07-25,2013,7,SUV,151,34009.46,7.71,27459.46,5.7,0,206
2013-07-26,2013,7,Hatchback,116,17691.88,5.06,27600.87,6.8,0,207
2013-07-27,2013,7,SUV,139,34076.47,6.35,27745.37,6.29,0,208
2013-07-28,2013,7,Hatchback,92,18023.91,4.54,27707.37,6.09,0,209
2013-07-29,2013,7,Sedan,110,25008.16,5.93,27550.83,5.79,0,210
2013-07-30,2013,7,Hatchback,103,18118.4,4.96,27282.63,5.85,0,211
2013-07-31,2013,7,SUV,149,33578.44,7.26,27997.78,6.37,0,212
2013-08-01,2013,8,Sedan,106,25118.28,4.85,27694.39,6.2,0,213
2013-08-02,2013,8,Sedan,122,24890.17,5.22,27559.87,7.08,0,214
2013-08-03,2013,8,Hatchback,101,18151.16,4.7,27692.41,5.41,0,215
2013-08-04,2013,8,SUV,151,34869.25,6.83,27740.4,5.53,0,216
2013-08-05,2013,8,Sedan,108,25060.2,5.56,28094.98,5.37,0,217
2013-08-06,2013,8,EV,72,43235.63,2.92,27840.55,4.84,0,218
2013-08-07,2013,8,Hatchback,97,18714.77,3.9,27799.54,5.84,0,219
2013-08-08,2013,8,EV,55,42535.41,3.45,27817.58,5.44,0,220
2013-08-09,2013,8,SUV,136,33767.61,8.3,27729.49,6.67,0,221
2013-08-10,2013,8,SUV,148,34193.18,7.47,27341.63,5.98,0,222
2013-08-11,2013,8,Truck,121,38757.68,5.88,27960.17,6.25,0,223
2013-08-12,2013,8,SUV,146,34076.34,6.76,27540.75,6.34,0,224
2013-08-13,2013,8,Hatchback,94,18469.93,4.84,27711.15,5.96,0,225
2013-08-14,2013,8,Sedan,105,25693.98,5.2,27956.88,5.59,0,226
2013-08-15,2013,8,SUV,144,33916.97,7.28,27883.19,5.99,0,227
2013-08-16,2013,8,Sedan,109,24292.22,4.79,27835.79,5.1,0,228
2013-08-17,2013,8,Sedan,103,25630.36,5.19,27999.84,6.62,0,229
2013-08-18,2013,8,Sedan,110,25171.47,5.94,27928.42,5.33,0,230
2013-08-19,2013,8,Sedan,123,23910.75,5.78,28209.14,6.6,0,231
2013-08-20,2013,8,EV,67,43619.39,3.38,27955.97,5.58,0,232
2013-08-21,2013,8,Sedan,101,24671.47,5.41,27704.09,6.0,0,233
2013-08-22,2013,8,Hatchback,92,17565.24,5.2,27852.11,5.47,0,234
2013-08-23,2013,8,Truck,122,40490.46,6.25,28000.11,6.19,0,235
2013-08-24,2013,8,Hatchback,100,18769.64,5.48,27889.65,5.43,0,236
2013-08-25,2013,8,Sedan,93,24504.76,5.13,27783.51,6.43,0,237
2013-08-26,2013,8,Hatchback,93,18092.11,4.97,28175.0,6.19,0,238
2013-08-27,2013,8,Hatchback,95,18729.85,4.93,27887.95,6.05,0,239
2013-08-28,2013,8,Hatchback,93,17877.47,5.79,27689.23,5.33,0,240
2013-08-29,2013,8,Hatchback,97,18529.29,4.36,28022.55,7.13,0,241
2013-08-30,2013,8,EV,59,41882.34,3.91,27501.52,5.9,0,242
2013-08-31,2013,8,Hatchback,96,17722.34,4.92,28278.03,5.97,0,243
2013-09-01,2013,9,SUV,131,34161.09,7.78,27678.74,6.37,0,244
2013-09-02,2013,9,Hatchback,87,18245.38,5.98,27560.82,6.19,0,245
2013-09-03,2013,9,Sedan,110,24150.58,5.52,28098.07,5.85,0,246
2013-09-04,2013,9,Truck,113,39471.32,6.28,27825.17,5.88,0,247
2013-09-05,2013,9,Sedan,107,25225.74,5.34,27675.8,7.08,0,248
2013-09-06,2013,9,SUV,134,32898.54,6.48,27671.54,6.32,0,249
2013-09-07,2013,9,Truck,111,38416.3,6.9,27652.5,6.22,0,250
2013-09-08,2013,9,Hatchback,89,17792.87,5.1,27603.93,6.26,0,251
2013-09-09,2013,9,SUV,134,34394.05,6.92,27873.21,5.88,0,252
2013-09-10,2013,9,SUV,139,33763.2,6.81,27653.38,7.12,0,253
2013-09-11,2013,9,Truck,115,39173.31,6.72,27690.87,6.16,0,254
2013-09-12,2013,9,SUV,141,34265.83,7.36,27905.63,5.96,0,255
2013-09-13,2013,9,Truck,110,39189.28,4.64,27635.11,5.94,0,256
2013-09-14,2013,9,Sedan,97,24483.32,5.48,28233.57,6.71,0,257
2013-09-15,2013,9,Hatchback,98,18053.75,4.92,27588.88,6.74,0,258
2013-09-16,2013,9,Truck,124,40675.9,4.39,28267.94,6.05,0,259
2013-09-17,2013,9,Sedan,117,25244.05,5.31,27831.65,5.14,0,260
2013-09-18,2013,9,SUV,130,33697.49,8.25,27944.14,5.34,0,261
2013-09-19,2013,9,Sedan,93,24898.97,5.98,27920.83,5.57,0,262
2013-09-20,2013,9,Hatchback,96,18256.65,6.18,27945.26,6.58,0,263
2013-09-21,2013,9,SUV,143,33526.38,8.04,27719.72,5.61,0,264
2013-09-22,2013,9,Hatchback,89,18304.28,5.48,27925.02,6.19,0,265
2013-09-23,2013,9,Sedan,104,24560.44,4.79,27702.98,6.37,0,266
2013-09-24,2013,9,Sedan,102,25079.4,5.57,27678.73,6.56,0,267
2013-09-25,2013,9,Sedan,96,24643.45,5.57,27897.25,5.53,0,268
2013-09-26,2013,9,SUV,120,34496.13,7.42,27719.42,7.08,0,269
2013-09-27,2013,9,Hatchback,99,17818.13,5.46,27868.14,5.74,0,270
2013-09-28,2013,9,Truck,108,38985.63,5.36,27991.31,6.06,0,271
2013-09-29,2013,9,Hatchback,87,18080.54,5.47,27826.67,5.38,0,272
2013-09-30,2013,9,SUV,126,34281.72,7.93,27491.2,6.04,0,273
2013-10-01,2013,10,EV,64,42566.41,3.3,28013.49,6.37,0,274
2013-10-02,2013,10,Hatchback,96,17945.08,5.76,27665.82,4.71,0,275
2013-10-03,2013,10,Truck,102,39287.75,5.73,27830.04,6.7,0,276
2013-10-04,2013,10,SUV,135,33167.9,6.78,27940.07,6.15,0,277
2013-10-05,2013,10,Sedan,104,24942.63,6.37,27693.69,5.69,0,278
2013-10-06,2013,10,Sedan,94,24576.57,6.2,27849.59,5.93,0,279
2013-10-07,2013,10,Hatchback,87,18060.51,5.08,27920.89,6.23,0,280
2013-10-08,2013,10,Sedan,98,25267.8,5.7,27926.47,6.46,0,281
2013-10-09,2013,10,SUV,128,35409.76,8.1,27790.36,6.44,0,282
2013-10-10,2013,10,SUV,125,33054.6,7.35,27859.47,6.64,0,283
2013-10-11,2013,10,Hatchback,92,18316.09,6.17,28133.42,6.85,0,284
2013-10-12,2013,10,Hatchback,94,18185.87,6.06,27901.39,5.69,0,285
2013-10-13,2013,10,Sedan,101,24434.3,5.73,27947.91,5.7,0,286
2013-10-14,2013,10,SUV,125,33812.34,5.76,27740.17,6.14,0,287
2013-10-15,2013,10,Hatchback,81,18058.27,4.85,27769.93,6.24,0,288
2013-10-16,2013,10,EV,54,42666.28,3.1,27427.03,5.97,0,289
2013-10-17,2013,10,Hatchback,94,18141.77,4.78,27787.89,5.55,0,290
2013-10-18,2013,10,Truck,111,38660.28,6.51,27485.0,6.36,0,291
2013-10-19,2013,10,Hatchback,94,18452.6,4.68,27677.77,5.5,0,292
2013-10-20,2013,10,Hatchback,90,17793.74,4.92,27795.3,6.73,0,293
2013-10-21,2013,10,Sedan,108,24787.14,5.28,27794.68,5.82,0,294
2013-10-22,2013,10,Hatchback,89,17762.38,4.55,27990.97,5.41,0,295
2013-10-23,2013,10,Hatchback,90,17938.2,5.63,27566.53,6.14,0,296
